query_index,query_path,query_pid,transition,baseline_top1_path,baseline_top1_pid,semantic_top1_path,semantic_top1_pid
7111,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1864/1864_007_13_0302morning_0725_2_ex.jpg,1864,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1864/1864_019_11_0302morning_0724_1.jpg,1864,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1186/1186_014_11_0113morning_1542_2_ex.jpg,1186
7139,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1869/1869_048_06_0302morning_1108_1.jpg,1869,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0385/0385_017_10_0303noon_0861_0.jpg,385,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1869/1869_032_09_0302morning_1058_0_ex.jpg,1869
7154,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1871/1871_055_07_0302morning_1207_2_ex.jpg,1871,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1461/1461_088_07_0302noon_0922_3_ex.jpg,1461,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1871/1871_002_13_0302morning_1230_1.jpg,1871
7183,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1877/1877_008_12_0302noon_0059_1.jpg,1877,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0330/0330_026_13_0302noon_0162_0.jpg,330,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1877/1877_002_13_0302noon_0063_2.jpg,1877
7220,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1885/1885_103_08_0302noon_0106_1_ex.jpg,1885,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1610/1610_007_13_0113afternoon_0731_3_ex.jpg,1610,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1885/1885_041_09_0302noon_0120_0_ex.jpg,1885
7235,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1886/1886_048_15_0302noon_0297_1.jpg,1886,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1897/1897_056_15_0302noon_0352_0.jpg,1897,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1886/1886_039_05_0302noon_0173_6_ex.jpg,1886
7236,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1886/1886_049_15_0302noon_0297_1_ex.jpg,1886,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1886/1886_032_05_0302noon_0170_2.jpg,1886,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1945/1945_058_15_0302noon_1028_0_ex.jpg,1945
7260,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1891/1891_031_09_0302noon_0160_1_ex.jpg,1891,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2608/2608_034_09_0114noon_0388_2.jpg,2608,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1891/1891_019_11_0302noon_0168_0_ex.jpg,1891
7287,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1894/1894_032_06_0302noon_0217_0.jpg,1894,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1894/1894_046_07_0302noon_0206_5.jpg,1894,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2753/2753_029_06_0114noon_1074_1_ex.jpg,2753
7311,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1896/1896_124_15_0302noon_0363_2.jpg,1896,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1930/1930_007_12_0302noon_0799_0_ex.jpg,1930,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1896/1896_066_07_0302noon_0212_0.jpg,1896
7312,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1896/1896_125_15_0302noon_0363_2_ex.jpg,1896,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1896/1896_004_12_0302noon_0184_1.jpg,1896,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0310/0310_013_14_0303noon_0244_0.jpg,310
7331,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1898/1898_018_11_0302noon_0219_3.jpg,1898,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0765/0765_028_11_0302afternoon_1704_1_ex.jpg,765,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1898/1898_004_13_0302noon_0216_2.jpg,1898
7332,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1898/1898_019_11_0302noon_0219_3_ex.jpg,1898,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0765/0765_028_11_0302afternoon_1704_1_ex.jpg,765,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1898/1898_004_13_0302noon_0216_2.jpg,1898
7371,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1906/1906_037_07_0302noon_0294_4.jpg,1906,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1982/1982_052_06_0302noon_1154_1_ex.jpg,1982,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1906/1906_033_06_0302noon_0310_0.jpg,1906
7420,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1918/1918_022_13_0302noon_0472_2_ex.jpg,1918,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0111/0111_024_14_0303morning_0766_4.jpg,111,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1918/1918_016_11_0302noon_0475_1.jpg,1918
7447,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1925/1925_008_12_0302noon_0585_2.jpg,1925,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0682/0682_056_12_0302afternoon_1052_1_ex.jpg,682,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1925/1925_014_11_0302noon_0593_0.jpg,1925
7485,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1934/1934_028_10_0302noon_0916_2.jpg,1934,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2277/2277_044_08_0302afternoon_0969_1.jpg,2277,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1934/1934_010_12_0302noon_0842_2_ex.jpg,1934
7526,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1944/1944_037_06_0302noon_0600_0.jpg,1944,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1944/1944_056_05_0302noon_0918_0.jpg,1944,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1940/1940_027_06_0302noon_0590_2.jpg,1940
7527,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1944/1944_038_06_0302noon_0600_0_ex.jpg,1944,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0717/0717_043_04_0303afternoon_0714_0.jpg,717,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1944/1944_054_07_0302noon_0902_1.jpg,1944
7540,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1946/1946_021_11_0302noon_0887_0_ex.jpg,1946,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1880/1880_018_11_0302noon_0084_0.jpg,1880,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1946/1946_008_13_0302noon_0884_0_ex.jpg,1946
7645,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1969/1969_028_06_0302noon_1010_3_ex.jpg,1969,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1969/1969_042_07_0302noon_1306_3.jpg,1969,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1885/1885_066_06_0302noon_0154_0.jpg,1885
7652,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1971/1971_023_06_0302noon_1017_1_ex.jpg,1971,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0102/0102_001_01_0303morning_0502_0.jpg,102,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1971/1971_025_07_0302noon_1308_1.jpg,1971
7794,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2005/2005_018_01_0302afternoon_0206_6.jpg,2005,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2378/2378_004_01_0114morning_0392_0.jpg,2378,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2005/2005_013_03_0302afternoon_0218_0.jpg,2005
7795,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2005/2005_014_01_0302afternoon_0202_3.jpg,2005,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2098/2098_019_01_0302afternoon_1071_1.jpg,2098,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2005/2005_003_14_0302afternoon_0183_4.jpg,2005
7811,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2008/2008_067_01_0302afternoon_0276_0.jpg,2008,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2165/2165_007_01_0302afternoon_1675_3_ex.jpg,2165,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2008/2008_049_07_0302afternoon_0218_1.jpg,2008
7879,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2025/2025_000_14_0302afternoon_0384_1.jpg,2025,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0590/0590_022_01_0303afternoon_1324_3_ex.jpg,590,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2025/2025_008_07_0302afternoon_0364_0_ex.jpg,2025
8009,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2062/2062_000_14_0302afternoon_0695_2.jpg,2062,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2474/2474_008_01_0114morning_1227_0.jpg,2474,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2062/2062_011_07_0302afternoon_0680_1_ex.jpg,2062
8010,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2062/2062_001_14_0302afternoon_0695_2_ex.jpg,2062,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2474/2474_008_01_0114morning_1227_0.jpg,2474,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2062/2062_012_07_0302afternoon_0681_2.jpg,2062
8125,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2089/2089_011_07_0302afternoon_0938_0.jpg,2089,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2619/2619_039_15_0114noon_0485_0_ex.jpg,2619,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2089/2089_000_14_0302afternoon_0953_0.jpg,2089
8145,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2095/2095_015_01_0302afternoon_1047_3.jpg,2095,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2095/2095_004_14_0302afternoon_0991_0_ex.jpg,2095,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2033/2033_019_01_0302afternoon_0516_3.jpg,2033
8154,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2098/2098_000_14_0302afternoon_1033_0.jpg,2098,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0141/0141_007_07_0303morning_0717_0_ex.jpg,141,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2098/2098_013_07_0302afternoon_1019_0_ex.jpg,2098
8161,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2101/2101_000_14_0302afternoon_1059_0.jpg,2101,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0434/0434_023_07_0303noon_1788_3.jpg,434,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2101/2101_012_01_0302afternoon_1093_3.jpg,2101
8194,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2110/2110_015_01_0302afternoon_1219_1.jpg,2110,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2007/2007_020_03_0302afternoon_0246_0.jpg,2007,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2110/2110_004_14_0302afternoon_1180_0.jpg,2110
8198,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2111/2111_000_14_0302afternoon_1205_0.jpg,2111,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2111/2111_013_07_0302afternoon_1189_0.jpg,2111,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2433/2433_002_07_0114morning_0815_1.jpg,2433
8222,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2117/2117_000_14_0302afternoon_1240_1.jpg,2117,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2117/2117_012_07_0302afternoon_1225_1.jpg,2117,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2605/2605_014_07_0114noon_0289_3.jpg,2605
8231,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2119/2119_029_01_0302afternoon_1315_0_ex.jpg,2119,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2119/2119_012_07_0302afternoon_1256_1.jpg,2119,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1376/1376_003_01_0113noon_0809_10_ex.jpg,1376
8287,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2135/2135_002_14_0302afternoon_1396_2_ex.jpg,2135,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1518/1518_037_04_0113noon_1020_1.jpg,1518,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2135/2135_020_01_0302afternoon_1437_1_ex.jpg,2135
8398,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2177/2177_012_07_0302afternoon_1666_0.jpg,2177,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2177/2177_017_01_0302afternoon_1715_2.jpg,2177,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2238/2238_006_01_0302afternoon_0786_0.jpg,2238
8399,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2177/2177_013_07_0302afternoon_1666_0_ex.jpg,2177,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2177/2177_015_01_0302afternoon_1714_1.jpg,2177,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2238/2238_007_01_0302afternoon_0786_0_ex.jpg,2238
8406,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2180/2180_009_07_0302afternoon_0158_1_ex.jpg,2180,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2180/2180_023_14_0302afternoon_0202_3_ex.jpg,2180,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1313/1313_004_01_0113noon_0560_1.jpg,1313
8410,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2181/2181_019_14_0302afternoon_0215_0.jpg,2181,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0839/0839_013_07_0303afternoon_1414_3.jpg,839,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2181/2181_010_07_0302afternoon_0171_2.jpg,2181
8411,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2181/2181_020_14_0302afternoon_0215_0_ex.jpg,2181,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2181/2181_010_07_0302afternoon_0171_2.jpg,2181,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1332/1332_007_07_0113noon_0630_0_ex.jpg,1332
8432,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2189/2189_017_14_0302afternoon_0281_0_ex.jpg,2189,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1073/1073_014_05_0113morning_0935_0.jpg,1073,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2189/2189_004_07_0302afternoon_0239_1.jpg,2189
8448,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2196/2196_014_07_0302afternoon_0348_0.jpg,2196,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2500/2500_001_07_0114morning_1335_2.jpg,2500,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2196/2196_016_14_0302afternoon_0385_0.jpg,2196
8504,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2213/2213_022_14_0302afternoon_0582_1_ex.jpg,2213,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2213/2213_010_01_0302afternoon_0556_4_ex.jpg,2213,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2654/2654_067_01_0114afternoon_1217_1.jpg,2654
8556,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2233/2233_004_01_0302afternoon_0717_1.jpg,2233,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2150/2150_026_01_0302afternoon_1576_3.jpg,2150,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2233/2233_019_14_0302afternoon_0739_0.jpg,2233
8557,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2233/2233_005_01_0302afternoon_0717_1_ex.jpg,2233,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1781/1781_005_01_0302morning_0393_1_ex.jpg,1781,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2233/2233_019_14_0302afternoon_0739_0.jpg,2233
8699,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2269/2269_004_13_0302afternoon_0677_3.jpg,2269,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2269/2269_011_11_0302afternoon_0921_1.jpg,2269,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0854/0854_006_13_0303afternoon_1508_3.jpg,854
8709,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2271/2271_092_13_0302afternoon_0729_0.jpg,2271,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1201/1201_132_06_0114morning_0295_0.jpg,1201,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2271/2271_059_12_0302afternoon_0930_0.jpg,2271
8790,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2287/2287_033_13_0302afternoon_0940_3.jpg,2287,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2286/2286_005_13_0302afternoon_0925_0_ex.jpg,2286,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2287/2287_068_11_0302afternoon_1177_2.jpg,2287
8794,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2287/2287_013_13_0302afternoon_0930_2.jpg,2287,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2286/2286_004_13_0302afternoon_0925_0.jpg,2286,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2287/2287_057_11_0302afternoon_1171_2_ex.jpg,2287
8815,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2291/2291_011_12_0302afternoon_1209_0_ex.jpg,2291,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1511/1511_041_12_0113afternoon_1185_1.jpg,1511,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2291/2291_001_13_0302afternoon_0971_0_ex.jpg,2291
8817,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2291/2291_009_13_0302afternoon_0975_3_ex.jpg,2291,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0411/0411_011_11_0303noon_1364_0_ex.jpg,411,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2291/2291_019_11_0302afternoon_1217_2.jpg,2291
8869,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2302/2302_000_13_0302afternoon_1021_0.jpg,2302,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2295/2295_020_11_0302afternoon_1222_0.jpg,2295,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2302/2302_011_11_0302afternoon_1264_0_ex.jpg,2302
8914,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2311/2311_021_11_0302afternoon_1371_0.jpg,2311,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2088/2088_148_11_0302afternoon_1295_0_ex.jpg,2088,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2311/2311_012_13_0302afternoon_1129_0.jpg,2311
8918,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2312/2312_034_06_0302afternoon_1438_2_ex.jpg,2312,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2312/2312_026_11_0302afternoon_1431_0_ex.jpg,2312,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2297/2297_038_06_0302afternoon_1267_3_ex.jpg,2297
8941,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2317/2317_015_11_0302afternoon_1459_1.jpg,2317,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1678/1678_064_11_0302afternoon_1506_1.jpg,1678,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2317/2317_006_13_0302afternoon_1218_3.jpg,2317
9024,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2336/2336_030_08_0302afternoon_1530_1_ex.jpg,2336,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1580/1580_033_07_0113afternoon_0274_2.jpg,1580,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2336/2336_007_11_0302afternoon_1608_1.jpg,2336
9059,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2344/2344_011_13_0302afternoon_1393_0_ex.jpg,2344,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1781/1781_013_11_0302morning_0449_0.jpg,1781,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2344/2344_020_11_0302afternoon_1633_0_ex.jpg,2344
9063,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2344/2344_009_13_0302afternoon_1392_2_ex.jpg,2344,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1970/1970_004_13_0302noon_1287_4.jpg,1970,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2344/2344_021_11_0302afternoon_1634_0.jpg,2344
9097,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2356/2356_002_01_0114morning_0195_1_ex.jpg,2356,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2457/2457_004_01_0114morning_1068_1.jpg,2457,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2356/2356_004_07_0114morning_0096_2.jpg,2356
9197,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2385/2385_003_01_0114morning_0473_0_ex.jpg,2385,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2402/2402_002_01_0114morning_0652_0.jpg,2402,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2385/2385_005_07_0114morning_0373_1_ex.jpg,2385
9202,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2387/2387_007_05_0114morning_0411_0.jpg,2387,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2407/2407_003_07_0114morning_0631_0_ex.jpg,2407,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2387/2387_002_07_0114morning_0390_0.jpg,2387
9204,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2387/2387_009_05_0114morning_0412_1.jpg,2387,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0936/0936_014_05_0113morning_0340_3.jpg,936,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2387/2387_002_07_0114morning_0390_0.jpg,2387
9268,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2406/2406_002_07_0114morning_0617_2.jpg,2406,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1445/1445_005_01_0113noon_1091_4.jpg,1445,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2406/2406_001_01_0114morning_0715_1_ex.jpg,2406
9269,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2406/2406_003_07_0114morning_0617_2_ex.jpg,2406,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2243/2243_035_06_0302afternoon_0164_0.jpg,2243,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2406/2406_001_01_0114morning_0715_1_ex.jpg,2406
9315,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2424/2424_025_15_0114morning_0771_0.jpg,2424,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2730/2730_045_06_0114noon_0604_0_ex.jpg,2730,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2424/2424_006_01_0114morning_0853_1.jpg,2424
9350,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2438/2438_005_07_0114morning_0850_1.jpg,2438,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0110/0110_019_05_0303morning_0551_0.jpg,110,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2438/2438_004_01_0114morning_0949_0.jpg,2438
9384,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2448/2448_012_15_0114morning_0929_2.jpg,2448,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\1629/1629_090_05_0113afternoon_1063_6.jpg,1629,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2448/2448_008_05_0114morning_0925_4_ex.jpg,2448
9405,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2453/2453_009_05_0114morning_0968_0.jpg,2453,wrong_to_correct,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0200/0200_014_05_0303morning_1084_0.jpg,200,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2453/2453_002_01_0114morning_1046_4.jpg,2453
9415,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2457/2457_016_05_0114morning_0995_0_ex.jpg,2457,correct_to_wrong,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\2457/2457_009_01_0114morning_1071_1.jpg,2457,D:\deep-person-reid\reid-data\msmt17\MSMT17_V1\test\0181/0181_017_05_0303morning_1003_0.jpg,181
