query_index,query_path,query_pid,baseline_best_true_rank,baseline_rank1_correct,aqe_best_true_rank,aqe_rank1_correct,aqe_top20_movement,dba_best_true_rank,dba_rank1_correct,dba_top20_movement,aqe_dba_best_true_rank,aqe_dba_rank1_correct,aqe_dba_top20_movement
1762,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4144_c8_f0029854.jpg,4144,3,False,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1763,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4146_c6_f0051660.jpg,4146,3,False,3,False,stayed_inside20,3,False,stayed_inside20,2,False,stayed_inside20
1764,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4146_c7_f0056155.jpg,4146,1,True,2,False,stayed_inside20,2,False,stayed_inside20,1,True,stayed_inside20
1765,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4146_c8_f0029749.jpg,4146,2,False,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1766,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4147_c6_f0051321.jpg,4147,2,False,7,False,stayed_inside20,8,False,stayed_inside20,7,False,stayed_inside20
1767,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4147_c7_f0056038.jpg,4147,3,False,2,False,stayed_inside20,6,False,stayed_inside20,3,False,stayed_inside20
1768,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4147_c8_f0029684.jpg,4147,461,False,1372,False,stayed_outside20,130,False,stayed_outside20,2600,False,stayed_outside20
1769,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4150_c6_f0052008.jpg,4150,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1770,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4150_c7_f0057037.jpg,4150,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1771,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4150_c8_f0031082.jpg,4150,8,False,64,False,inside20_to_outside20,9,False,stayed_inside20,61,False,inside20_to_outside20
1772,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4152_c6_f0052492.jpg,4152,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1773,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4152_c7_f0057003.jpg,4152,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1774,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4152_c8_f0030685.jpg,4152,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1775,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4158_c6_f0053966.jpg,4158,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1776,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4158_c7_f0058947.jpg,4158,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1777,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4158_c8_f0032480.jpg,4158,1,True,1,True,stayed_inside20,2,False,stayed_inside20,1,True,stayed_inside20
1778,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4159_c6_f0054556.jpg,4159,16,False,11,False,stayed_inside20,11,False,stayed_inside20,4,False,stayed_inside20
1779,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4159_c7_f0059188.jpg,4159,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1780,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4159_c8_f0032907.jpg,4159,9,False,11,False,stayed_inside20,12,False,stayed_inside20,20,False,stayed_inside20
1781,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4163_c6_f0056485.jpg,4163,83,False,13,False,outside20_to_inside20,13,False,outside20_to_inside20,1,True,outside20_to_inside20
1782,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4163_c7_f0061101.jpg,4163,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1783,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4163_c8_f0034899.jpg,4163,6,False,54,False,inside20_to_outside20,145,False,inside20_to_outside20,698,False,inside20_to_outside20
1784,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4169_c6_f0056931.jpg,4169,15,False,14,False,stayed_inside20,13,False,stayed_inside20,7,False,stayed_inside20
1785,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4169_c7_f0062012.jpg,4169,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1786,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4169_c8_f0036281.jpg,4169,1,True,1,True,stayed_inside20,3,False,stayed_inside20,2,False,stayed_inside20
1787,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4170_c6_f0056589.jpg,4170,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1788,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4170_c7_f0061757.jpg,4170,5,False,3,False,stayed_inside20,2,False,stayed_inside20,5,False,stayed_inside20
1789,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4170_c8_f0035692.jpg,4170,153,False,48,False,stayed_outside20,133,False,stayed_outside20,52,False,stayed_outside20
1790,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4174_c6_f0057055.jpg,4174,10,False,63,False,inside20_to_outside20,3,False,stayed_inside20,1,True,stayed_inside20
1791,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4174_c7_f0061981.jpg,4174,46,False,12,False,outside20_to_inside20,21,False,stayed_outside20,8,False,outside20_to_inside20
1792,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4174_c8_f0035753.jpg,4174,395,False,583,False,stayed_outside20,506,False,stayed_outside20,822,False,stayed_outside20
1793,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4176_c6_f0057706.jpg,4176,3,False,2,False,stayed_inside20,2,False,stayed_inside20,2,False,stayed_inside20
1794,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4176_c7_f0059691.jpg,4176,131,False,242,False,stayed_outside20,11,False,outside20_to_inside20,84,False,stayed_outside20
1795,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4176_c8_f0029782.jpg,4176,142,False,80,False,stayed_outside20,408,False,stayed_outside20,1087,False,stayed_outside20
1796,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4177_c6_f0057448.jpg,4177,4,False,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1797,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4177_c7_f0059658.jpg,4177,15,False,179,False,inside20_to_outside20,17,False,stayed_inside20,95,False,inside20_to_outside20
1798,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4177_c8_f0029788.jpg,4177,28,False,104,False,stayed_outside20,9,False,outside20_to_inside20,22,False,stayed_outside20
1799,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4178_c6_f0057630.jpg,4178,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1800,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4178_c7_f0059693.jpg,4178,2,False,2,False,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1801,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4178_c8_f0030121.jpg,4178,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1802,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4185_c6_f0058857.jpg,4185,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1803,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4185_c7_f0061270.jpg,4185,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1804,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4185_c8_f0031708.jpg,4185,33,False,263,False,stayed_outside20,97,False,stayed_outside20,1676,False,stayed_outside20
1805,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4190_c6_f0060181.jpg,4190,3,False,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1806,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4190_c7_f0064560.jpg,4190,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1807,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4190_c8_f0038517.jpg,4190,11,False,56,False,inside20_to_outside20,18,False,stayed_inside20,320,False,inside20_to_outside20
1808,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4197_c6_f0060665.jpg,4197,1,True,8,False,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1809,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4197_c7_f0063237.jpg,4197,193,False,2341,False,stayed_outside20,44,False,stayed_outside20,452,False,stayed_outside20
1810,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4197_c8_f0034161.jpg,4197,17,False,84,False,inside20_to_outside20,246,False,inside20_to_outside20,454,False,inside20_to_outside20
1811,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4204_c6_f0061718.jpg,4204,4,False,5,False,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1812,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4204_c7_f0064275.jpg,4204,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1813,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4204_c8_f0034354.jpg,4204,14,False,52,False,inside20_to_outside20,15,False,stayed_inside20,80,False,inside20_to_outside20
1814,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4205_c6_f0061966.jpg,4205,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1815,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4205_c7_f0064241.jpg,4205,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1816,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4205_c8_f0035051.jpg,4205,1,True,1,True,stayed_inside20,3,False,stayed_inside20,5,False,stayed_inside20
1817,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4207_c6_f0062397.jpg,4207,8,False,23,False,inside20_to_outside20,5,False,stayed_inside20,6,False,stayed_inside20
1818,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4207_c7_f0064669.jpg,4207,332,False,389,False,stayed_outside20,178,False,stayed_outside20,1613,False,stayed_outside20
1819,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4207_c8_f0035625.jpg,4207,58,False,25,False,stayed_outside20,66,False,stayed_outside20,206,False,stayed_outside20
1820,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4210_c6_f0062450.jpg,4210,5,False,6,False,stayed_inside20,3,False,stayed_inside20,1,True,stayed_inside20
1821,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4210_c7_f0064987.jpg,4210,5,False,1,True,stayed_inside20,3,False,stayed_inside20,5,False,stayed_inside20
1822,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4210_c8_f0035539.jpg,4210,108,False,238,False,stayed_outside20,291,False,stayed_outside20,1436,False,stayed_outside20
1823,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4219_c6_f0064674.jpg,4219,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1824,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4219_c7_f0066706.jpg,4219,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1825,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4219_c8_f0036644.jpg,4219,229,False,144,False,stayed_outside20,326,False,stayed_outside20,395,False,stayed_outside20
1826,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4221_c6_f0064380.jpg,4221,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1827,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4221_c7_f0066934.jpg,4221,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1828,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4221_c8_f0036899.jpg,4221,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1829,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4226_c6_f0065884.jpg,4226,403,False,109,False,stayed_outside20,1134,False,stayed_outside20,226,False,stayed_outside20
1830,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4226_c7_f0068219.jpg,4226,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1831,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4226_c8_f0039006.jpg,4226,12,False,18,False,stayed_inside20,6,False,stayed_inside20,17,False,stayed_inside20
1832,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4227_c6_f0065671.jpg,4227,2,False,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1833,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4227_c7_f0068045.jpg,4227,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1834,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4227_c8_f0038288.jpg,4227,11,False,35,False,inside20_to_outside20,3,False,stayed_inside20,59,False,inside20_to_outside20
1835,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4228_c6_f0066183.jpg,4228,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1836,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4228_c7_f0068338.jpg,4228,1,True,3,False,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1837,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4228_c8_f0038211.jpg,4228,22,False,169,False,stayed_outside20,100,False,stayed_outside20,262,False,stayed_outside20
1838,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4230_c6_f0066215.jpg,4230,18,False,28,False,inside20_to_outside20,11,False,stayed_inside20,32,False,inside20_to_outside20
1839,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4230_c7_f0070872.jpg,4230,30,False,28,False,stayed_outside20,14,False,outside20_to_inside20,17,False,outside20_to_inside20
1840,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4230_c8_f0044806.jpg,4230,2,False,4,False,stayed_inside20,4,False,stayed_inside20,5,False,stayed_inside20
1841,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4239_c6_f0067853.jpg,4239,81,False,64,False,stayed_outside20,82,False,stayed_outside20,73,False,stayed_outside20
1842,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4239_c7_f0070022.jpg,4239,7,False,14,False,stayed_inside20,33,False,inside20_to_outside20,122,False,inside20_to_outside20
1843,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4239_c8_f0040606.jpg,4239,2,False,5,False,stayed_inside20,6,False,stayed_inside20,20,False,stayed_inside20
1844,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4245_c6_f0069342.jpg,4245,15,False,32,False,inside20_to_outside20,1,True,stayed_inside20,1,True,stayed_inside20
1845,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4245_c7_f0073821.jpg,4245,7,False,53,False,inside20_to_outside20,1,True,stayed_inside20,1,True,stayed_inside20
1846,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4245_c8_f0047974.jpg,4245,3603,False,3198,False,stayed_outside20,3127,False,stayed_outside20,2920,False,stayed_outside20
1847,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4246_c6_f0069150.jpg,4246,2,False,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1848,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4246_c7_f0073588.jpg,4246,8,False,8,False,stayed_inside20,11,False,stayed_inside20,7,False,stayed_inside20
1849,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4246_c8_f0047892.jpg,4246,637,False,735,False,stayed_outside20,489,False,stayed_outside20,2304,False,stayed_outside20
1850,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4247_c6_f0068939.jpg,4247,9,False,27,False,inside20_to_outside20,152,False,inside20_to_outside20,49,False,inside20_to_outside20
1851,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4247_c7_f0074181.jpg,4247,4,False,6,False,stayed_inside20,3,False,stayed_inside20,6,False,stayed_inside20
1852,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4247_c8_f0047771.jpg,4247,4,False,5,False,stayed_inside20,4,False,stayed_inside20,10,False,stayed_inside20
1853,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4249_c6_f0068968.jpg,4249,6,False,88,False,inside20_to_outside20,15,False,stayed_inside20,361,False,inside20_to_outside20
1854,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4249_c7_f0074083.jpg,4249,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1855,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4249_c8_f0048277.jpg,4249,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1856,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4254_c6_f0070025.jpg,4254,15,False,17,False,stayed_inside20,7,False,stayed_inside20,7,False,stayed_inside20
1857,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4254_c7_f0074387.jpg,4254,2,False,1,True,stayed_inside20,2,False,stayed_inside20,1,True,stayed_inside20
1858,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4254_c8_f0048148.jpg,4254,52,False,25,False,stayed_outside20,27,False,stayed_outside20,47,False,stayed_outside20
1859,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4255_c6_f0070070.jpg,4255,104,False,539,False,stayed_outside20,14,False,outside20_to_inside20,51,False,stayed_outside20
1860,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4255_c7_f0074603.jpg,4255,17,False,26,False,inside20_to_outside20,11,False,stayed_inside20,13,False,stayed_inside20
1861,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4255_c8_f0047999.jpg,4255,64,False,139,False,stayed_outside20,4,False,outside20_to_inside20,16,False,outside20_to_inside20
1862,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4257_c6_f0070480.jpg,4257,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1863,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4257_c7_f0072650.jpg,4257,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1864,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4271_c6_f0072399.jpg,4271,28,False,760,False,stayed_outside20,3,False,outside20_to_inside20,89,False,stayed_outside20
1865,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4271_c7_f0074946.jpg,4271,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1866,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4272_c6_f0072824.jpg,4272,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1867,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4272_c7_f0074734.jpg,4272,1,True,4,False,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1868,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4272_c8_f0045644.jpg,4272,5,False,11,False,stayed_inside20,7,False,stayed_inside20,54,False,inside20_to_outside20
1869,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4274_c6_f0073678.jpg,4274,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1870,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4274_c7_f0074866.jpg,4274,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1871,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4280_c6_f0073090.jpg,4280,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1872,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4280_c7_f0078085.jpg,4280,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1873,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4280_c8_f0051444.jpg,4280,10,False,21,False,inside20_to_outside20,2,False,stayed_inside20,22,False,inside20_to_outside20
1874,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4284_c6_f0073657.jpg,4284,1427,False,2048,False,stayed_outside20,1842,False,stayed_outside20,3432,False,stayed_outside20
1875,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4284_c7_f0078656.jpg,4284,3,False,2,False,stayed_inside20,6,False,stayed_inside20,9,False,stayed_inside20
1876,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4284_c8_f0052276.jpg,4284,54,False,731,False,stayed_outside20,90,False,stayed_outside20,294,False,stayed_outside20
1877,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4285_c6_f0074171.jpg,4285,1,True,6,False,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1878,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4285_c7_f0076459.jpg,4285,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1879,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4285_c8_f0047010.jpg,4285,975,False,1946,False,stayed_outside20,981,False,stayed_outside20,1176,False,stayed_outside20
1880,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4310_c6_f0075658.jpg,4310,2,False,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1881,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4310_c7_f0080833.jpg,4310,1,True,7,False,stayed_inside20,2,False,stayed_inside20,1,True,stayed_inside20
1882,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4310_c8_f0054247.jpg,4310,24,False,58,False,stayed_outside20,340,False,stayed_outside20,488,False,stayed_outside20
1883,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4315_c6_f0076814.jpg,4315,1899,False,1603,False,stayed_outside20,3528,False,stayed_outside20,1395,False,stayed_outside20
1884,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4315_c7_f0081121.jpg,4315,5,False,5,False,stayed_inside20,12,False,stayed_inside20,6,False,stayed_inside20
1885,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4315_c8_f0054966.jpg,4315,8,False,15,False,stayed_inside20,7,False,stayed_inside20,11,False,stayed_inside20
1886,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4321_c6_f0076999.jpg,4321,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1887,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4321_c7_f0081702.jpg,4321,1027,False,2250,False,stayed_outside20,427,False,stayed_outside20,759,False,stayed_outside20
1888,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4321_c8_f0055595.jpg,4321,5893,False,8293,False,stayed_outside20,6044,False,stayed_outside20,4231,False,stayed_outside20
1889,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4324_c6_f0077835.jpg,4324,20,False,68,False,inside20_to_outside20,90,False,inside20_to_outside20,105,False,inside20_to_outside20
1890,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4324_c7_f0080715.jpg,4324,1,True,3,False,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1891,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4324_c8_f0051765.jpg,4324,784,False,1850,False,stayed_outside20,1243,False,stayed_outside20,4120,False,stayed_outside20
1892,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4326_c6_f0078936.jpg,4326,1,True,2,False,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
1893,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4326_c7_f0080795.jpg,4326,3,False,2,False,stayed_inside20,2,False,stayed_inside20,2,False,stayed_inside20
1894,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4326_c8_f0051422.jpg,4326,30,False,63,False,stayed_outside20,85,False,stayed_outside20,548,False,stayed_outside20
1895,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4329_c6_f0078777.jpg,4329,61,False,42,False,stayed_outside20,79,False,stayed_outside20,49,False,stayed_outside20
1896,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4329_c7_f0083303.jpg,4329,51,False,58,False,stayed_outside20,52,False,stayed_outside20,53,False,stayed_outside20
1897,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4329_c8_f0056818.jpg,4329,7188,False,5216,False,stayed_outside20,8789,False,stayed_outside20,8353,False,stayed_outside20
1898,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4331_c6_f0078823.jpg,4331,1,True,1,True,stayed_inside20,1,True,stayed_inside20,1,True,stayed_inside20
