baseline_false_path,baseline_false_pid,baseline_false_visual_similarity,best_true_path,best_true_rank_after,best_true_rank_before,best_true_visual_similarity,false_semantic_adjustment,funnel_stage,query_index,query_path,query_pid,semantic_corrected_rank1,true_in_ambiguity,true_in_top20,true_minus_false_visual_gap,true_semantic_adjustment
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0832_c1_f0213879.jpg,832,0.7988361120223999,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4178_c6_f0057390.jpg,1,2,0.7862907648086548,-1.0,E,1800,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4178_c7_f0059693.jpg,4178,True,True,True,-0.012545347213745117,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6440_c8_f0081562.jpg,6440,0.7814769148826599,,,,,,B,1804,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4185_c8_f0031708.jpg,4185,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4315_c6_f0076694.jpg,4315,0.7690929770469666,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4190_c7_f0064800.jpg,1,3,0.7580657005310059,-1.0,E,1805,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4190_c6_f0060181.jpg,4190,True,True,True,-0.011027276515960693,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0056_c8_f0013823.jpg,56,0.7788659930229187,,,,,,C,1807,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4190_c8_f0038517.jpg,4190,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4185_c7_f0060790.jpg,4185,0.7960002422332764,,,,,,B,1809,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4197_c7_f0063237.jpg,4197,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6151_c8_f0050332.jpg,6151,0.7547762393951416,,,,,,C,1810,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4197_c8_f0034161.jpg,4197,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0314_c2_f0103104.jpg,314,0.8275955319404602,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4204_c7_f0064035.jpg,3,4,0.8096083402633667,1.0,F,1811,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4204_c6_f0061718.jpg,4204,False,True,True,-0.017987191677093506,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1229_c4_f0018935.jpg,1229,0.8142880201339722,,,,,,C,1813,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4204_c8_f0034354.jpg,4204,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0089_c1_f0068626.jpg,89,0.8114135265350342,,,,,,C,1817,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4207_c6_f0062397.jpg,4207,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4285_c7_f0076339.jpg,4285,0.7739925384521484,,,,,,B,1818,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4207_c7_f0064669.jpg,4207,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4519_c8_f0088763.jpg,4519,0.8359880447387695,,,,,,B,1819,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4207_c8_f0035625.jpg,4207,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0137_c6_f0066920.jpg,137,0.8374733328819275,,,,,,C,1820,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4210_c6_f0062450.jpg,4210,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0354_c7_f0088339.jpg,354,0.8649775981903076,,,,,,C,1821,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4210_c7_f0064987.jpg,4210,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4219_c8_f0036884.jpg,4219,0.7941596508026123,,,,,,B,1822,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4210_c8_f0035539.jpg,4210,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6225_c8_f0056433.jpg,6225,0.8630890846252441,,,,,,B,1825,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4219_c8_f0036644.jpg,4219,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4106_c6_f0045042.jpg,4106,0.8275086879730225,,,,,,B,1829,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4226_c6_f0065884.jpg,4226,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6279_c8_f0063095.jpg,6279,0.7846883535385132,,,,,,C,1831,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4226_c8_f0039006.jpg,4226,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0427_c2_f0123363.jpg,427,0.7934572696685791,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4227_c7_f0068285.jpg,3,2,0.7875375151634216,-0.5,E,1832,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4227_c6_f0065671.jpg,4227,True,True,True,-0.005919754505157471,-0.5
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6048_c8_f0036304.jpg,6048,0.7851846218109131,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4227_c6_f0066511.jpg,14,11,0.7671715021133423,1.0,F,1834,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4227_c8_f0038288.jpg,4227,False,True,True,-0.0180131196975708,-1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6031_c8_f0034943.jpg,6031,0.844505250453949,,,,,,B,1837,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4228_c8_f0038211.jpg,4228,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0449_c8_f0078657.jpg,449,0.8864843249320984,,,,,,C,1838,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4230_c6_f0066215.jpg,4230,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4459_c7_f0105941.jpg,4459,0.7993568181991577,,,,,,B,1839,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4230_c7_f0070872.jpg,4230,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6689_c8_f0142018.jpg,6689,0.8396199941635132,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4230_c6_f0065975.jpg,2,2,0.8382649421691895,-0.5,F,1840,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4230_c8_f0044806.jpg,4230,False,True,True,-0.0013550519943237305,-0.5
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6369_c8_f0073040.jpg,6369,0.8570554852485657,,,,,,B,1841,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4239_c6_f0067853.jpg,4239,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0285_c3_f0080987.jpg,285,0.8806145787239075,,,,,,C,1842,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4239_c7_f0070022.jpg,4239,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4205_c8_f0034811.jpg,4205,0.8152967691421509,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4239_c6_f0068093.jpg,1,2,0.8043947219848633,-1.0,E,1843,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4239_c8_f0040606.jpg,4239,True,True,True,-0.010902047157287598,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4422_c6_f0095019.jpg,4422,0.8335873484611511,,,,,,C,1844,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4245_c6_f0069342.jpg,4245,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6813_c8_f0131251.jpg,6813,0.7955926656723022,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4245_c6_f0069222.jpg,1,7,0.7823114395141602,-1.0,E,1845,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4245_c7_f0073821.jpg,4245,True,True,True,-0.01328122615814209,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4639_c8_f0119527.jpg,4639,0.8255739212036133,,,,,,B,1846,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4245_c8_f0047974.jpg,4245,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4247_c7_f0073941.jpg,4247,0.7882736921310425,,,,,,C,1847,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4246_c6_f0069150.jpg,4246,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4247_c7_f0073581.jpg,4247,0.8772114515304565,,,,,,C,1848,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4246_c7_f0073588.jpg,4246,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4247_c8_f0047891.jpg,4247,0.7874389886856079,,,,,,B,1849,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4246_c8_f0047892.jpg,4246,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4639_c7_f0149350.jpg,4639,0.7970110177993774,,,,,,C,1850,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4247_c6_f0068939.jpg,4247,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4246_c7_f0074188.jpg,4246,0.8321021795272827,,,,,,C,1851,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4247_c7_f0074181.jpg,4247,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4246_c8_f0047772.jpg,4246,0.9015194177627563,,,,,,C,1852,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4247_c8_f0047771.jpg,4247,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4114_c6_f0045732.jpg,4114,0.8518875241279602,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4249_c7_f0073843.jpg,6,6,0.8345611691474915,-1.0,F,1853,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4249_c6_f0068968.jpg,4249,False,True,True,-0.01732635498046875,-1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4060_c6_f0035411.jpg,4060,0.8397761583328247,,,,,,C,1856,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4254_c6_f0070025.jpg,4254,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4060_c6_f0035411.jpg,4060,0.8664534687995911,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4254_c6_f0069425.jpg,4,2,0.8562374711036682,1.0,F,1857,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4254_c7_f0074387.jpg,4254,False,True,True,-0.010215997695922852,-0.5
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6763_c8_f0164047.jpg,6763,0.8393495082855225,,,,,,B,1858,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4254_c8_f0048148.jpg,4254,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4257_c6_f0070120.jpg,4257,0.7910633087158203,,,,,,B,1859,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4255_c6_f0070070.jpg,4255,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4247_c7_f0074061.jpg,4247,0.810300350189209,,,,,,C,1860,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4255_c7_f0074603.jpg,4255,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4207_c7_f0064789.jpg,4207,0.7962927222251892,,,,,,B,1861,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4255_c8_f0047999.jpg,4255,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4324_c8_f0051885.jpg,4324,0.7639064788818359,,,,,,B,1864,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4271_c6_f0072399.jpg,4271,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6031_c8_f0034823.jpg,6031,0.7453455924987793,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4272_c6_f0072944.jpg,3,5,0.7330381274223328,0.5,F,1868,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4272_c8_f0045644.jpg,4272,False,True,True,-0.012307465076446533,0.5
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4789_c8_f0168571.jpg,4789,0.8535107374191284,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4280_c7_f0077605.jpg,9,10,0.8388105630874634,0.0,F,1873,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4280_c8_f0051444.jpg,4280,False,True,True,-0.014700174331665039,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4274_c7_f0075106.jpg,4274,0.816658616065979,,,,,,B,1874,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4284_c6_f0073657.jpg,4284,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0514_c7_f0121283.jpg,514,0.8137061595916748,,,,,,C,1875,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4284_c7_f0078656.jpg,4284,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\5272_c8_f0045366.jpg,5272,0.8783259391784668,,,,,,B,1876,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4284_c8_f0052276.jpg,4284,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6048_c8_f0036064.jpg,6048,0.7906270027160645,,,,,,B,1879,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4285_c8_f0047010.jpg,4285,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\5920_c8_f0019157.jpg,5920,0.7952877283096313,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4310_c7_f0080593.jpg,2,2,0.7933300137519836,1.0,F,1880,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4310_c6_f0075658.jpg,4310,False,True,True,-0.001957714557647705,-1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4205_c8_f0034931.jpg,4205,0.7418034076690674,,,,,,B,1882,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4310_c8_f0054247.jpg,4310,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4804_c6_f0202460.jpg,4804,0.8356239199638367,,,,,,B,1883,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4315_c6_f0076814.jpg,4315,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4622_c7_f0146379.jpg,4622,0.8274414539337158,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4315_c6_f0076334.jpg,7,5,0.816004753112793,0.0,F,1884,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4315_c7_f0081121.jpg,4315,False,True,True,-0.011436700820922852,-1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4622_c8_f0116827.jpg,4622,0.832739531993866,,,,,,C,1885,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4315_c8_f0054966.jpg,4315,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0151_c3_f0056829.jpg,151,0.8099207282066345,,,,,,B,1887,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4321_c7_f0081702.jpg,4321,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6252_c8_f0059060.jpg,6252,0.8261289596557617,,,,,,B,1888,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4321_c8_f0055595.jpg,4321,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\2495_c6_f0075158.jpg,2495,0.8456436395645142,,,,,,C,1889,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4324_c6_f0077835.jpg,4324,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0515_c8_f0051732.jpg,515,0.7871307134628296,,,,,,B,1891,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4324_c8_f0051765.jpg,4324,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4315_c7_f0081241.jpg,4315,0.8601716756820679,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4326_c6_f0078816.jpg,1,3,0.8512022495269775,0.0,E,1893,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4326_c7_f0080795.jpg,4326,True,True,True,-0.008969426155090332,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0428_c8_f0075313.jpg,428,0.8253452777862549,,,,,,B,1894,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4326_c8_f0051422.jpg,4326,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4147_c6_f0051201.jpg,4147,0.8462297916412354,,,,,,B,1895,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4329_c6_f0078777.jpg,4329,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4062_c7_f0040658.jpg,4062,0.8771129250526428,,,,,,B,1896,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4329_c7_f0083303.jpg,4329,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4392_c8_f0086852.jpg,4392,0.8618029356002808,,,,,,B,1897,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4329_c8_f0056818.jpg,4329,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4197_c7_f0063117.jpg,4197,0.8290843367576599,,,,,,C,1899,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4331_c7_f0081089.jpg,4331,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6338_c8_f0070507.jpg,6338,0.8023589849472046,,,,,,B,1900,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4331_c8_f0051594.jpg,4331,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4807_c6_f0203121.jpg,4807,0.7998942732810974,,,,,,B,1901,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4332_c6_f0079921.jpg,4332,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4489_c7_f0111602.jpg,4489,0.7652561664581299,,,,,,B,1902,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4332_c7_f0084451.jpg,4332,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4366_c8_f0058115.jpg,4366,0.822147786617279,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4332_c7_f0084211.jpg,7,7,0.8027963638305664,-1.0,F,1903,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4332_c8_f0058046.jpg,4332,False,True,True,-0.019351422786712646,-1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4315_c7_f0080881.jpg,4315,0.7862238883972168,,,,,,C,1905,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4334_c7_f0084070.jpg,4334,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6779_c8_f0173602.jpg,6779,0.7917418479919434,,,,,,C,1906,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4334_c8_f0058160.jpg,4334,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6369_c8_f0072800.jpg,6369,0.7968907356262207,,,,,,C,1909,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4335_c8_f0052639.jpg,4335,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0414_c4_f0097022.jpg,414,0.8230435252189636,,,,,,C,1910,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4337_c6_f0080459.jpg,4337,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6148_c8_f0049199.jpg,6148,0.8573819398880005,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4337_c6_f0080699.jpg,4,4,0.8386009931564331,1.0,F,1912,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4337_c8_f0053460.jpg,4337,False,True,True,-0.018780946731567383,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4060_c8_f0013037.jpg,4060,0.8332219123840332,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4341_c7_f0085232.jpg,6,7,0.8198264837265015,1.0,F,1915,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4341_c8_f0059160.jpg,4341,False,True,True,-0.013395428657531738,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4473_c7_f0105127.jpg,4473,0.7758405208587646,,,,,,B,1917,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4349_c7_f0087163.jpg,4349,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0593_c8_f0111088.jpg,593,0.7830617427825928,,,,,,B,1918,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4349_c8_f0061399.jpg,4349,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6393_c8_f0077916.jpg,6393,0.7884126901626587,,,,,,B,1919,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4356_c6_f0083678.jpg,4356,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4511_c8_f0084515.jpg,4511,0.78643798828125,,,,,,C,1921,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4356_c8_f0062392.jpg,4356,,False,True,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\5899_c8_f0016334.jpg,5899,0.7734312415122986,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4361_c6_f0085509.jpg,6,8,0.7538325190544128,0.0,F,1924,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4361_c8_f0056651.jpg,4361,False,True,True,-0.019598722457885742,1.0
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0109_c6_f0060062.jpg,109,0.8089072704315186,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4366_c7_f0087650.jpg,6,3,0.8046544790267944,0.5,F,1925,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4366_c6_f0085612.jpg,4366,False,True,True,-0.004252791404724121,-0.5
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4459_c7_f0106301.jpg,4459,0.8218610286712646,,,,,,B,1926,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4366_c7_f0087170.jpg,4366,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4059_c6_f0034850.jpg,4059,0.7924450039863586,,,,,,B,1928,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4372_c6_f0085925.jpg,4372,,False,False,,
D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4416_c8_f0066921.jpg,4416,0.7888615131378174,,,,,,B,1930,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\4372_c8_f0059174.jpg,4372,,False,False,,
